가게이름,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,재료가 신선해요,가성비가 좋아요,양이 많아요,인테리어가 멋져요,혼밥하기 좋아요,링크,address,tel,menu1,price,image1,menu2,price2,image2,menu3,price3,image3,menu4,price4,image4
라라냉삼 라라음악사,0.314,0.257,0.066,0.112,0,0.097,0,0.154,0,101019674,서울 마포구 독막로 67-10 1층,0507-1405-4880,녹돈 생삼겹,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230407_272%2F1680845269022I5Qo4_JPEG%2Fimage_%252838%2529.jpg,숙성 냉동삼겹,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230407_256%2F1680844896878k7aLr_JPEG%2Fimage_%252834%2529.jpg,불냉삼,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230407_105%2F1680844914338HSv9H_JPEG%2Fimage_%252835%2529.jpg,차돌박이,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230407_294%2F1680845241695JkAvK_JPEG%2Fimage_%252836%2529.jpg
홍대씨부엉,0.305,0.163,0.182,0.05,0.079,0.069,0.094,0.057,0,155315050,서울 마포구 와우산로21길 28-6,0507-1378-5253,씨볶이(2인이상주문),"12,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210709_108%2F1625814099157nL5zX_JPEG%2F0dlgdNAXrDCm5wYVRxO7g9VW.jpg,돈나짜장나(2인이상주문),"9,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221028_90%2F1666886568417gC2ft_JPEG%2F20220920_154730.jpg,미트볶이(2인이상주문),"8,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191024_257%2F15719176067967MgHz_JPEG%2FZWtwTzmz5zUZ1lcqJfUufr5c.jpg,미트로제 즉석떡볶이(2인이상주문),"10,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210717_151%2F1626468864553NjLLM_JPEG%2FFRBrZX2mYL3CqvHoV_DwvJ40.jpg
서강8경,0.311,0.302,0.084,0.086,0.084,0,0,0.135,0,1335328,"서울 마포구 토정로 128 프렌치룸레스토랑8층, 홀 다이닝바9층",02-334-1919,한강뷰 홀 대관 행사,변동,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230911_263%2F1694407770635Mr9ST_JPEG%2FB3B4AAF0-EAE4-4D32-B115-FA22FD097162.jpeg,한강뷰 파인다이닝 미니웨딩,변동,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230905_15%2F1693920205679DgqPk_JPEG%2FCAAF8A8D-ACF8-4EC2-ADB9-908CABAC3D70.jpeg,한강뷰라운지 와인 이벤트,"88,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230820_158%2F1692538955912bWl0y_JPEG%2F0A9237CC-09CE-4CD9-96D6-A4875D7A7208.jpeg,Only hall글라스 와인,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230820_176%2F1692538623723a26T8_JPEG%2F9858B72C-9406-4773-9EC5-82FF810E3A8B.jpeg
포르투7 합정점,0.352,0.128,0.082,0.14,0.094,0.07,0,0.133,0,107909712,서울 마포구 월드컵로3길 14 딜라이트스퀘어2차 B1,070-4128-2511,치즈폭포 스테이크,"38,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230727_120%2F1690443016589blDac_PNG%2F%25C4%25A1%25C1%25EE%25C6%25F8%25C6%25F7_%25BD%25BA%25C5%25D7%25C0%25CC%25C5%25A9.png,토마토 라구 뇨끼,"17,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230727_195%2F1690442966870svfJI_PNG%2F%25C5%25E4%25B8%25B6%25C5%25E4%25B6%25F3%25B1%25B8%25B4%25A2%25B3%25A2.png,시그니처 씨푸드 토마토스튜,"34,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230328_39%2F1679987895678SHRSr_JPEG%2F5._%25BD%25C3%25B1%25D7%25B4%25CF%25C3%25B3_%25BE%25BE%25C7%25AA%25B5%25E5_%25C5%25E4%25B8%25B6%25C5%25E4%25BD%25BA%25C6%25A9.jpg,감베로니 비스큐 오일파스타,"19,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230328_84%2F1679987864575PcuoL_JPEG%2F4._%25B0%25A8%25BA%25A3%25B7%25CE%25B4%25CF_%25BA%25F1%25BD%25BA%25C5%25A5_%25BF%25C0%25C0%25CF_%25C6%25C4%25BD%25BA%25C5%25B8.jpg
좋은열매,0.472,0.176,0.037,0,0.056,0.065,0.042,0,0.153,2101690,서울 마포구 포은로2가길 65 B동,02-322-8818,돈가스,"10,000원",none,떡만두국,"7,000원",none,쫄면,"7,000원",none,,,
연피랑,0.369,0.111,0.117,0.057,0.242,0,0,0.104,0,104023608,서울 마포구 동교로46길 3 2층,0507-1321-6966,고급 해산물 모듬 플래터,"89,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230520_61%2F16845551371708Puoc_JPEG%2FIMG_7845.jpeg,자연산 돌문어 숙회,"27,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230404_110%2F1680600084138bqOpM_JPEG%2F6DE1C706-EFCB-4ABA-9724-256B09F00863.jpeg,통영 자연산 비단가리비찜,"25,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230520_277%2F1684509911401vzzux_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2023-05-20_%25BF%25C0%25C0%25FC_12.20.09.png,통영 자연산 참소라 숙회,"30,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230520_210%2F1684509933662EGhkI_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2023-05-20_%25BF%25C0%25C0%25FC_12.22.15.png
돈대박 김치삼겹살,0.323,0.228,0,0.089,0.114,0.146,0.07,0,0.032,124008125,서울 마포구 월드컵로1길 52 1층 돈대박 김치삼겹살,0507-1446-9285,도드람삼겹살,"15,000원",none,,,,,,,,,
"서교동진향,진진야연",0.304,0.176,0.118,0.029,0.167,0.078,0.069,0,0.059,3781277,서울 마포구 월드컵북로1길 62 1층 진진야연 서교동진향,0507-1418-8888,가지간짜장,"9,000원",none,수제군만두(6ea),"8,000원",none,수제찐만두(6ea),"8,000원",none,대게살 볶음(진진야연),"37,000원",none
프렌즈리,0.388,0.164,0.066,0.05,0.101,0.085,0.037,0,0.11,179061514,서울 마포구 양화로 26 203호,,,,,,,,,,,,,
콘크리트 엔젤,0.282,0.127,0.082,0.124,0.097,0.039,0.056,0.192,0,163412838,"서울 마포구 월드컵로3길 14 마포한강푸르지오2차상가 1층 103,104호",02-335-3705,초리조 크림 콘킬리에,"17,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221116_112%2F1668563562716Eqsli_JPEG%2FKakaoTalk_20221116_103729627_01.jpg,구름 프렌치 토스트,"14,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191011_147%2F1570796401897nndYI_JPEG%2FDWTxpE0oSdwB0eJxA1gNaW33.JPG.jpg,콘크리트 엔젤 떡볶이,"16,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230807_210%2F1691372802246B2tr6_JPEG%2F%25C4%25DC-%25B6%25B1%25BA%25BA.jpg,치아바타 클럽 샌드위치,"17,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191011_283%2F1570796658557lRkNQ_JPEG%2Fn4NwmfTTuk9BoJ7zvWAhHy-p.jpeg.jpg
들풀한상,0.387,0.158,0.089,0.11,0.138,0,0.06,0.059,0,3716268,서울 마포구 동교로 156-5,02-325-7224,계절솥밥+소갈비찜,"29,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221018_274%2F1666071445148CH61M_JPEG%2F69.%25B0%25E8%25C0%25FD%25BC%25DC%25B9%25E4%252B%25BC%25D2%25B0%25A5%25BA%25F1%25C2%25F2.jpg,계절솥밥+매운돼지갈비찜,"21,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221018_205%2F1666071479703yTmIc_JPEG%2F68.%25B0%25E8%25C0%25FD%25BC%25DC%25B9%25E4%252B%25B5%25C5%25C1%25F6%25B0%25A5%25BA%25F1%25C2%25F2.jpg,수비드전복솥밥,"20,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221018_260%2F16660715243176P4ft_JPEG%2F67.%25BC%25F6%25BA%25F1%25B5%25E5%25C0%25FC%25BA%25B9%25BC%25DC%25B9%25E4.jpg,계절솥밥+고등어구이,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221018_57%2F1666071267246qWj6U_JPEG%2F61.%25B0%25E8%25C0%25FD%25BC%25DC%25B9%25E4%252B%25B0%25ED%25B5%25EE%25BE%25EE%25B1%25B8%25C0%25CC.jpg
쿠시무라,0.372,0.124,0.195,0,0.142,0.027,0,0.08,0.062,3247319,서울 마포구 와우산로3길 13,0507-1384-2650,닭꼬치류,"3,500~5,500",none,,,,,,,,,
김밥처럼 선유도역 본점,0.292,0.189,0.044,0.053,0.112,0.093,0.109,0.009,0.099,7321638,서울 영등포구 양평로22길 13 라이너빌딩 1층 김밥처럼,0507-1435-9203,[김밥처럼] 세트메뉴01,"10,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231011_244%2F1696992586595Ohn03_PNG%2F%25B9%25AB%25C1%25A6-1.png,[김밥처럼] 세트메뉴02,"13,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231011_45%2F1696992598154yUqch_PNG%2F%25B9%25AB%25C1%25A6-2.png,날치알와사비김밥,"5,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230308_117%2F1678251385038x9DvE_PNG%2F%25C7%25C3_%25B3%25AF%25C4%25A1%25BE%25CB%25BF%25CD%25BB%25E7%25BA%25F1%25B1%25E8%25B9%25E4.png,직화제육정식,"9,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230308_237%2F16782518104423IGxT_PNG%2F%25C7%25C3_%25C1%25F7%25C8%25AD%25C1%25A6%25C0%25B0%25C1%25A4%25BD%25C4.png
피자네버슬립스 합정상수점,0.312,0.098,0.154,0.069,0.093,0,0.11,0.164,0,155470692,서울 마포구 양화로6길 73 4층 피자네버슬립스,0507-1414-1820,CHEESE PIZZA,"20,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230904_282%2F1693811622716xgT95_JPEG%2FDSC05629.jpg,PEPPERONI PIZZA,"21,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220208_272%2F1644288892559w3zNc_JPEG%2FDF6A38C2-0398-420A-B75F-FDB1BF508BB1.jpeg,DOUBLE PEPPERONI PIZZA R,"25,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220322_249%2F1647939696106mk4J0_JPEG%2F%25B4%25F5%25BA%25ED%25C6%25E4%25B7%25AF.jpg,MAC NIGHT PIZZA,"25,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230904_124%2F1693811638488YhtwA_JPEG%2FDSC01956.jpg
쟁반집8292 홍대점,0.319,0.202,0.075,0.082,0.065,0.193,0.065,0,0,124669790,서울 마포구 와우산로29길 66,0507-1390-8295,돈쟁반,"46,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230130_205%2F1675064492217E8DOa_JPEG%2F01.jpg,냉쟁반,"42,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230130_2%2F1675064484398KYvbP_JPEG%2F001.jpg,우쟁반,"56,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230130_26%2F1675064499964C1Kjk_JPEG%2F02.jpg,냉삼,"10,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191101_104%2F1572570872283ydy2I_PNG%2FmkMAzGfp-zb2qA5J24WVZoLr.png
마담 풍천 합정,0.257,0.147,0.107,0.067,0.138,0.055,0.124,0.107,0,108654833,서울 마포구 독막로6길 8 1층 마담풍천,02-6494-0108,마담풍천 장어 오마카세,"100,000원",none,장어덮밥 정식,"32,000원",none,,,,,,
남산호랭이,0.296,0.109,0.095,0.114,0.07,0.107,0.094,0.116,0,172634920,서울 마포구 잔다리로 25 1층,0507-1339-7034,호돌이스테이크,"24,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211019_146%2F1634647305930VBEX8_JPEG%2FECsz-L5irHDlEES2MqsUJOYH.jpg,청양베이컨까르보나라,"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211019_189%2F1634647291534BugUU_JPEG%2FfHs7PFlDrwGIJU5PLvqsPGDf.jpg,새우로제파스타,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230127_68%2F1674830695530X36AY_JPEG%2FKakaoTalk_20200708_182358779_22.jpg,통삼겹김치필라프,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211019_221%2F1634647448685eUsTQ_JPEG%2Fs_zGHv1JIjq9esMV6ltXzvIe.jpg
북새통,0.262,0.175,0.034,0.097,0.112,0.204,0.092,0.024,0,110867095,서울 마포구 동교로27길 41,0507-1360-6354,양념소갈비600g,"49,000원",none,소갈비살500g,"39,000원",none,소생갈비600g,"49,000원",none,,,
킹케밥 홍대점,0.258,0.144,0.129,0.068,0.11,0.081,0.053,0.03,0.127,151847016,서울 마포구 와우산로19길 19 1층,0507-1375-0300,치킨 케밥 (Chicken Kebab),"6,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230727_112%2F1690394920766C7HoB_JPEG%2FrZnIVwRTjQ6k6NMKyBDSZo-oQQ4hSakvgf9IF1HUj6ayUjBhz0KNHvWKCZ_WNioROC7u7gKIH5Y8VZ8i.jpg,킹 케밥 (King Kebab),"8,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230727_222%2F1690394920650sHl8Y_JPEG%2F2wzHoLVzEfmT8U1NU2Lr9gylFXfKqI77UcQijCia9JnPdkwKHxrmiFnA0_aEjG-uV847xqPsC_uS1Nr0.jpg,치킨 쉬시 케밥 (Chicken Shish),"17,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230727_222%2F16903949209599jTYg_JPEG%2FnEmXy-7tFapeQU43ZRT4FsQMSQL2Sc3I4sAeTpDdNkDsQIaz_44R1IS2mA8HDw10YzWhwIvqNfWRhok2.jpg,케밥 라이스 덮밥 (Kebab Rice),"10,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230727_237%2F1690394921013NVC2A_JPEG%2FR56hXdKlbb0nZMCsavtsNqwWhzHW91wbstPm3ojW4ijKzdI9nS9A64qTD_aIumCTQm_S3oRVlW9G0Hfp.jpg
탐키친,0.263,0.171,0.072,0.108,0.099,0.081,0.063,0.144,0,165224568,서울 마포구 동교로32길 19 지층,070-4063-3219,치킨크림리조또,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220920_146%2F1663684001629EWYeC_JPEG%2F20220802_175424.jpg,카프레제 샐러드,"17,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220902_17%2F1662110812075l36Fa_JPEG%2F20220713_135322.jpg,감바스알아히요,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191006_98%2F1570373668597hwKuN_JPEG%2FgB7Zpd13HE37OYNfpaHgYDqV.jpg,명란 오일 파스타,"17,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220902_186%2F1662110791164FLUzk_JPEG%2F20220709_125807.jpg
업투미,0.228,0.148,0.139,0.094,0.138,0.091,0.052,0.109,0,152128046,서울 마포구 성미산로29길 29-9,010-7174-1288,업투미 가을 5코스요리.,"69,000원",none,,,,,,,,,
매드포갈릭 합정점,0.448,0.216,0.102,0.145,0,0,0,0.089,0,108210972,서울 마포구 월드컵로3길 14 마포 한강 2차 푸르지오 1층,02-322-7315,Caesar Salad,"20,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201203_209%2F1606954381306UJCaN_JPEG%2FuCO4Atr_aBaJ_aq0aDa2BQ7B.jpg,Garlicpeno Pasta,"24,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171115_75%2F15107376258791cdLx_PNG%2FULKJT1yG_FTo20ztE99VsH-C.png,Garlic Snowing Pizza,"26,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171115_270%2F1510737682417LqDbV_PNG%2FhTpS8S6oGYekBsdp8VG4epo5.png,Garlic Sizzling Rice,"27,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171115_291%2F1510737655069qQEYf_PNG%2Fihzj_PYhsUNT92GXggTSmsHy.png
고기꾼김춘배 홍대본점,0.382,0.203,0,0.079,0.093,0.088,0.064,0.09,0,3687392,서울 마포구 홍익로3길 36 3층,0507-1432-3663,소+돼지 A set,"71,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230125_223%2F16746390636028uJpq_JPEG%2F%25BC%25D2%252B%25B5%25C5%25C1%25F6_2%25C0%25CE.jpg,하이볼(쿠바 리브레),"10,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230311_148%2F16785066059681Gid5_JPEG%2F%25C7%25CF%25C0%25CC%25BA%25BC%2528%25C4%25ED%25B9%25D9_%25B8%25AE%25BA%25EA%25B7%25B9%2529.jpg,콜키지 프리,무료,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230804_211%2F1691147651743laCCd_PNG%2F%25B0%25ED%25B1%25E2%25B2%25DB_%25B1%25E8%25C3%25E1%25B9%25E8_%25B7%25CE%25B0%25ED_%25BB%25E7%25C1%25F8_%25C0%25CE%25BD%25BA%25C5%25B8.png,국내산生오겹살,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230125_98%2F1674638942854Gi2Wp_JPEG%2F%25BF%25C0%25B0%25E3%25BB%25EC.jpg
오이소 연남본점,0.316,0.173,0.031,0.091,0.075,0.114,0.101,0,0.098,174269821,서울 마포구 성미산로17길 105 1층,0507-1307-6829,순대국,"8,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201219_10%2F1608351352129hsWKQ_JPEG%2FsW_vPlEsDorekbLQ4PsDvvbd.jpg,얼큰순대국,"9,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201219_98%2F1608351404978e7PAb_JPEG%2FmIKCq4ijguNZuL2LCdObcZmj.jpg,순대볶음,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201219_29%2F16083515032261Nxcf_JPEG%2Fmdy6XJJBIrK9_C4o9N5KWH3R.jpg,머리고기,"22,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201219_83%2F1608351644102v3ipI_JPEG%2FjNQeEo14phlwBVJ7tvJrdHEC.jpg
연남하라,0.215,0.134,0.143,0.078,0.121,0.071,0.121,0.049,0.069,193146586,서울 마포구 연남로 12 . 1층 연남하라,070-4237-0901,소스 변경,무료,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230824_63%2F16928527040220WI0m_JPEG%2F%25BF%25AC%25B3%25B2%25C7%25CF%25B6%25F3.jpg,대창마라덮밥,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230824_41%2F1692839925678VGumU_JPEG%2F%25B4%25EB%25C3%25A2%25B5%25A4%25B9%25E4-%25BC%25F6%25C1%25A4.jpg,마라야끼 파스타,"13,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230824_147%2F1692840687511uFcSO_JPEG%2F%25C6%25C4%25BD%25BA%25C5%25B8-%25BC%25F6%25C1%25A4.jpg,하라볼,"4,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230824_80%2F1692839779170vDsdK_JPEG%2F%25B6%25F3%25C0%25D3%25C7%25CF%25C0%25CC%25BA%25BC-%25BC%25F6%25C1%25A4.jpg
육몽 홍대본점,0.302,0.161,0.11,0.09,0.075,0.129,0.133,0,0,31324125,서울 마포구 양화로16길 19 1-3층,0507-1447-1149,한돈 고기모둠,"59,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200421_16%2F1587460507015Ml7Ph_GIF%2Fa_k8cuaYOcxHgS9SBSHLsR5J.gif,한돈 갈비삼겹,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200421_157%2F1587459952813jtFvD_PNG%2FXCtiIiAE1_E-HTrts3yS9ZIc.png,한돈 눈꽃목살,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200421_175%2F1587459965832Hgo8x_PNG%2FeUqNHQddHoycjDkghO4B2X26.png,한돈 통갈매기살,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200421_22%2F15874599898234f0XX_PNG%2F_1plz7CdtPc_0L6rep1SnScW.png
국숯집,0.242,0.122,0.118,0.12,0.133,0.038,0.056,0.094,0.077,121621672,서울 마포구 동교로34길 21 우측 지층,02-6404-0302,숯불 전골,"34,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230918_48%2F1695044079520OpLTU_PNG%2F1692286476500.png,숯고기 국수,"11,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230908_29%2F1694103992684etLIo_JPEG%2F%25BD%25A1%25B0%25ED%25B1%25E2_%25B1%25B9%25BC%25F6.jpg,숯간장 비빔국수,"11,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230908_97%2F1694104069502BXlgD_JPEG%2F%25BD%25A1%25B0%25A3%25C0%25E5_%25BA%25F1%25BA%25F6%25B1%25B9%25BC%25F6.jpg,흑돼지전 비빔국수,"11,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230908_224%2F1694104248079wrv12_JPEG%2FScreenshot_20230831_233213_OneDrive.jpg
